,MAPK_P,MAPK_P_P
0,0.0,0.0
1,5.535793258411603e-11,2.677552651780511e-20
2,2.1585588370562677e-08,3.509542359993683e-15
3,4.117586633347268e-07,1.2017540149672355e-12
4,2.5904942694206593e-06,4.6205712685238844e-11
5,9.294103918391485e-06,5.863256488839722e-10
6,2.393109159013235e-05,3.862792243067686e-09
7,4.9689526124193106e-05,1.662825020514701e-08
8,8.890103280900774e-05,5.331491601582279e-08
9,0.00014276923813245516,1.3803943419757512e-07
10,0.00021138420637752068,3.04312457817052e-07
11,0.0002939076593874475,5.924137667644519e-07
12,0.00038883089550315704,1.045283254055381e-06
13,0.0004942373076043938,1.7040901897004007e-06
14,0.0006080301361469204,2.604453495912214e-06
15,0.0007281085554027689,3.773860628963604e-06
16,0.0008524901635854958,5.2304108789393695e-06
17,0.0009793862789252955,6.9827157592964795e-06
18,0.001107239886494476,9.030647633100638e-06
19,0.0012347364585337916,1.1366604550282027e-05
20,0.001360796647049942,1.397700568703506e-05
21,0.001484558010391252,1.6843806205876737e-05
22,0.001605351060642422,1.9945895763649114e-05
23,0.0017226732854973205,2.3260307683084097e-05
24,0.0018361635027939133,2.67632116880965e-05
25,0.0019455779449238878,3.0430693021127882e-05
26,0.002050768795993453,3.4239337884444425e-05
27,0.0021516654558567535,3.8166653097834216e-05
28,0.00224825852359636,4.219134983901261e-05
29,0.0023405863296207655,4.629351979647921e-05
30,0.0024287237620547143,5.045472874882841e-05
31,0.0025127731012754497,5.465804861041725e-05
32,0.0025928565762912904,5.888804501613761e-05
33,0.002669110374515967,6.313073391014586e-05
34,0.00274167986337722,6.737351750604826e-05
35,0.002810715812433977,7.160510743090467e-05
36,0.0028763714348388116,7.581544081893876e-05
37,0.0029388000951897906,7.999559351956833e-05
38,0.0029981535561208646,8.413769335544078e-05
39,0.00305458065806817,8.823483543857023e-05
40,0.0031082263455463176,9.228100086350682e-05
41,0.0031592309692014225,9.627097959193185e-05
42,0.0032077298061866993,0.00010020029797961185
43,0.003253852752388761,0.00010406515113932949
44,0.003297724149041712,0.0001078623401552938
45,0.0033394627136256847,0.00011158921404421675
46,0.0033791815509320667,0.00011524361628042804
47,0.0034169882250256224,0.00011882383565485686
48,0.0034529848767516323,0.00012232856121164093
49,0.0034872683745955963,0.00012575684099504518
50,0.003519930489245628,0.0001291080443386929
51,0.0035510580842494084,0.0001323818274349204
52,0.0035807333167943364,0.00013557810193268885
53,0.0036090338439543827,0.00013869700632521232
54,0.003636033030794001,0.00014173887990290372
55,0.0036618001575582835,0.00014470423906220927
56,0.0036864006238487485,0.0001475937557755975
57,0.0037098961482127982,0.00015040823804254505
58,0.003732344961999508,0.0001531486121552578
59,0.00375380199666859,0.00015581590662580908
60,0.003774319064001828,0.00015841123763377703
61,0.0037939450288754393,0.00016093579586487304
62,0.0038127259744118055,0.00016339083462150775
63,0.003830705359456636,0.00016577765909620297
64,0.0038479241684236075,0.00016809761670767503
65,0.0038644210536214418,0.00017035208840761296
66,0.0038802324702353398,0.00017254248087403317
67,0.00389539280417272,0.00017467021951374839
68,0.003909934493014144,0.00017673674220326948
69,0.003923888140328361,0.00017874349370293615
70,0.0039372826236237415,0.00018069192068490128
71,0.003950145196213167,0.00018258346732014148
72,0.003962501583273203,0.00018441957137448826
73,0.003974376072377691,0.00018620166076770538
74,0.003985791598776547,0.0001879311505535235
75,0.00399676982569431,0.00018960944028197194
76,0.004007331219903031,0.00019123791170868882
77,0.00401749512282857,0.00019281792681873135
78,0.004027279817428379,0.00019435082613524103
79,0.004036702591078322,0.00019583792728570176
80,0.004045779794689166,0.00019728052380091866
81,0.004054526898270156,0.0001986798841239178
82,0.00406295854313857,0.00020003725080789818
83,0.004071088590973364,0.0002013538398841484
84,0.004078930169892524,0.00020263084038252995
85,0.004086495717733343,0.00020386941398855554
86,0.004093797022696866,0.00020507069482254375
87,0.0041008452615144755,0.00020623578932755967
88,0.004107651035286108,0.00020736577625406514
89,0.004114224403126099,0.00020846170673017136
90,0.004120574913752392,0.00020952460440754406
91,0.004126711635141847,0.00021055546567383003
92,0.004132643182367967,0.00021155525992317843
93,0.004138377743735311,0.00021252492987743133
94,0.004143923105309955,0.0002134653919510945
95,0.004149286673948202,0.00021437753665395697
96,0.004154475498914172,0.0002152622290256314
97,0.004159496292171184,0.000216120309097084
98,0.0041643554474354305,0.0002169525923744546
99,0.004169059058059749,0.00021775987034119558
100,0.004173612933826094,0.00021854291097468578
101,0.004178022616712793,0.00021930245927407797
102,0.004182293395700169,0.0002200392377964232
103,0.004186430320672858,0.00022075394719829033
104,0.004190438215480934,0.0002214472667806937
105,0.004194321690203582,0.00022211985503508614
106,0.004198085152673529,0.00022277235018854772
107,0.004201732819302335,0.00022340537074667664
108,0.004205268725254945,0.00022401951603252075
109,0.004208696734011044,0.00022461536672046015
110,0.004212020546353257,0.00022519348536384045
111,0.004215243708818434,0.0002257544169154589
112,0.004218369621643977,0.0002262986892400365
113,0.004221401546243612,0.00022682681361801466
114,0.00422434261223946,0.00022733928524009387
115,0.004227195824080181,0.0002278365836920142
116,0.0042299640672705625,0.00022831917342913853
117,0.004232650114236305,0.0002287875042406449
118,0.004235256629848156,0.00022924201170295197
119,0.004237786176626048,0.0002296831176222582
120,0.004240241219643402,0.00023011123046608417
121,0.004242624131149775,0.00023052674578370868
122,0.0042449371949306956,0.0002309300466154901
123,0.004247182610421465,0.00023132150389114158
124,0.0042493624965861225,0.00023170147681686565
125,0.004251478895582776,0.00023207031325161314
126,0.004253533776223533,0.00023242835007244243
127,0.004255529037243914,0.00023277591352913716
128,0.004257466510392696,0.0002331133195882848
129,0.004259347963353823,0.00023344087426693572
130,0.004261175102510771,0.00023375887395602024
131,0.004262949575562677,0.00023406760573378463
132,0.00426467297400193,0.00023436734766937455
133,0.00426634683545987,0.0002346583691168302
134,0.004267972645931791,0.00023494093099968495
135,0.004269551841885897,0.00023521528608643733
136,0.004271085812264146,0.00023548167925706325
